ensembl_gene_id	external_gene_id	refseq_mrna
ENSG00000103034	NDRG4	NM_022910
ENSG00000070614	NDST1	NM_001543
ENSG00000166507	NDST2	NM_003635
ENSG00000164100	NDST3	NM_004784
ENSG00000138653	NDST4	NM_022569
ENSG00000125356	NDUFA1	NM_004541
ENSG00000130414	NDUFA10	NM_004544
ENSG00000174886	NDUFA11	NM_001193375
ENSG00000174886	NDUFA11	NM_175614
ENSG00000184752	NDUFA12	NM_018838
ENSG00000184752	NDUFA12	NM_001258338
ENSG00000186010	NDUFA13	NM_015965
ENSG00000131495	NDUFA2	NM_002488
ENSG00000131495	NDUFA2	NM_001185012
ENSG00000189043	NDUFA4	NM_002489
ENSG00000185633	NDUFA4L2	NM_020142
ENSG00000128609	NDUFA5	NM_005000
ENSG00000184983	NDUFA6	NM_002490
ENSG00000267855	NDUFA7	NM_005001
ENSG00000119421	NDUFA8	NM_014222
ENSG00000139180	NDUFA9	NM_005002
ENSG00000004779	NDUFAB1	NM_005003
ENSG00000137806	NDUFAF1	NM_016013
ENSG00000164182	NDUFAF2	NM_174889
ENSG00000178057	NDUFAF3	NM_199074
ENSG00000178057	NDUFAF3	NM_199069
ENSG00000178057	NDUFAF3	NM_199073
ENSG00000178057	NDUFAF3	NM_199070
ENSG00000123545	NDUFAF4	NM_014165
ENSG00000101247	NDUFAF5	NM_024120
ENSG00000101247	NDUFAF5	NM_001039375
ENSG00000156170	NDUFAF6	NM_152416
ENSG00000003509	NDUFAF7	NM_144736
ENSG00000003509	NDUFAF7	NM_001083946
ENSG00000183648	NDUFB1	NM_004545
ENSG00000140990	NDUFB10	NM_004548
ENSG00000147123	NDUFB11	NM_001135998
ENSG00000147123	NDUFB11	NM_019056
ENSG00000090266	NDUFB2	NM_004546
ENSG00000119013	NDUFB3	NM_001257102
ENSG00000119013	NDUFB3	NM_002491
ENSG00000065518	NDUFB4	NM_004547
ENSG00000065518	NDUFB4	NM_001168331
ENSG00000136521	NDUFB5	NM_002492
ENSG00000136521	NDUFB5	NM_001199957
ENSG00000136521	NDUFB5	NM_001199958
ENSG00000165264	NDUFB6	NM_002493
ENSG00000165264	NDUFB6	NM_182739
ENSG00000099795	NDUFB7	NM_004146
ENSG00000166136	NDUFB8	NM_005004
ENSG00000147684	NDUFB9	NM_001278646
ENSG00000147684	NDUFB9	NM_005005
ENSG00000147684	NDUFB9	NM_001278645
ENSG00000109390	NDUFC1	NM_001184988
ENSG00000109390	NDUFC1	NM_002494
ENSG00000109390	NDUFC1	NM_001184990
ENSG00000109390	NDUFC1	NM_001184987
ENSG00000109390	NDUFC1	NM_001184989
ENSG00000109390	NDUFC1	NM_001184986
ENSG00000109390	NDUFC1	NM_001184991
ENSG00000151366	NDUFC2	NM_001204055
ENSG00000151366	NDUFC2	NM_004549
ENSG00000151366	NDUFC2	NM_001204054
ENSG00000259112	NDUFC2-KCTD14	NM_001203261
ENSG00000023228	NDUFS1	NM_005006
ENSG00000023228	NDUFS1	NM_001199983
ENSG00000023228	NDUFS1	NM_001199981
ENSG00000023228	NDUFS1	NM_001199982
ENSG00000023228	NDUFS1	NM_001199984
ENSG00000158864	NDUFS2	NM_004550
ENSG00000158864	NDUFS2	NM_001166159
ENSG00000213619	NDUFS3	NM_004551
ENSG00000164258	NDUFS4	NM_002495
ENSG00000168653	NDUFS5	NM_004552
ENSG00000168653	NDUFS5	NM_001184979
ENSG00000145494	NDUFS6	NM_004553
ENSG00000115286	NDUFS7	NM_024407
ENSG00000110717	NDUFS8	NM_002496
ENSG00000167792	NDUFV1	NM_007103
ENSG00000167792	NDUFV1	NM_001166102
ENSG00000178127	NDUFV2	NM_021074
ENSG00000160194	NDUFV3	NM_021075
ENSG00000160194	NDUFV3	NM_001001503
ENSG00000245532	NEAT1	NR_030343
ENSG00000183091	NEB	NM_004543
ENSG00000183091	NEB	NM_001164508
ENSG00000183091	NEB	NM_001164507
ENSG00000078114	NEBL	NM_006393
ENSG00000078114	NEBL	NM_213569
ENSG00000078114	NEBL	NM_001173484
ENSG00000123119	NECAB1	NM_022351
ENSG00000103154	NECAB2	NM_019065
ENSG00000125967	NECAB3	NM_031232
ENSG00000125967	NECAB3	NM_031231
ENSG00000089818	NECAP1	NM_015509
ENSG00000157191	NECAP2	NM_001145278
ENSG00000157191	NECAP2	NM_018090
ENSG00000157191	NECAP2	NM_001145277
ENSG00000139350	NEDD1	NM_152905
ENSG00000139350	NEDD1	NM_001135176
ENSG00000139350	NEDD1	NM_001135177
ENSG00000139350	NEDD1	NM_001135175
ENSG00000069869	NEDD4	NM_198400
ENSG00000069869	NEDD4	NM_006154
ENSG00000049759	NEDD4L	NM_001243960
ENSG00000049759	NEDD4L	NM_001144967
ENSG00000049759	NEDD4L	NM_015277
ENSG00000049759	NEDD4L	NM_001144971
ENSG00000049759	NEDD4L	NM_001144968
ENSG00000049759	NEDD4L	NM_001144965
ENSG00000049759	NEDD4L	NM_001144969
ENSG00000049759	NEDD4L	NM_001144970
ENSG00000049759	NEDD4L	NM_001144966
ENSG00000049759	NEDD4L	NM_001144964
ENSG00000129559	NEDD8	NM_006156
ENSG00000255526	NEDD8-MDP1	NM_001199823
ENSG00000111859	NEDD9	NM_001271033
ENSG00000111859	NEDD9	NM_006403
ENSG00000111859	NEDD9	NM_001142393
ENSG00000111859	NEDD9	NM_182966
ENSG00000100285	NEFH	NM_021076
ENSG00000104722	NEFM	NM_001105541
ENSG00000104722	NEFM	NM_005382
ENSG00000172260	NEGR1	NM_173808
ENSG00000140398	NEIL1	NM_024608
ENSG00000140398	NEIL1	NM_001256552
ENSG00000154328	NEIL2	NM_001135746
ENSG00000154328	NEIL2	NM_001135747
ENSG00000154328	NEIL2	NM_001135748
ENSG00000154328	NEIL2	NM_145043
ENSG00000109674	NEIL3	NM_018248
ENSG00000137601	NEK1	NM_012224
ENSG00000137601	NEK1	NM_001199398
ENSG00000137601	NEK1	NM_001199400
ENSG00000137601	NEK1	NM_001199397
ENSG00000137601	NEK1	NM_001199399
ENSG00000163491	NEK10	NM_199347
ENSG00000114670	NEK11	NM_001146003
ENSG00000114670	NEK11	NM_145910
ENSG00000114670	NEK11	NM_024800
ENSG00000117650	NEK2	NM_002497
ENSG00000117650	NEK2	NM_001204183
ENSG00000136098	NEK3	NM_002498
ENSG00000136098	NEK3	NM_001146099
ENSG00000136098	NEK3	NM_152720
ENSG00000114904	NEK4	NM_003157
ENSG00000114904	NEK4	NM_001193533
ENSG00000197168	NEK5	NM_199289
ENSG00000119408	NEK6	NM_001145001
ENSG00000119408	NEK6	NM_014397
ENSG00000119408	NEK6	NM_001166167
ENSG00000119408	NEK6	NM_001166169
ENSG00000119408	NEK6	NM_001166171
ENSG00000119408	NEK6	NM_001166168
ENSG00000119408	NEK6	NM_001166170
ENSG00000151414	NEK7	NM_133494
ENSG00000160602	NEK8	NM_178170
ENSG00000119638	NEK9	NM_033116
ENSG00000185049	NELFA	NM_005663
ENSG00000188986	NELFB	NM_015456
ENSG00000101158	NELFCD	NM_198976
ENSG00000204356	NELFE	NM_002904
ENSG00000165973	NELL1	NM_006157
ENSG00000165973	NELL1	NM_201551
ENSG00000184613	NELL2	NM_001145108
ENSG00000184613	NELL2	NM_006159
ENSG00000184613	NELL2	NM_001145110
ENSG00000184613	NELL2	NM_001145107
ENSG00000184613	NELL2	NM_001145109
ENSG00000165525	NEMF	NM_004713
ENSG00000117691	NENF	NM_013349
ENSG00000067141	NEO1	NM_001172624
ENSG00000067141	NEO1	NM_002499
ENSG00000067141	NEO1	NM_001172623
ENSG00000132688	NES	NM_006617
ENSG00000173848	NET1	NM_001047160
ENSG00000173848	NET1	NM_005863
ENSG00000166342	NETO1	NM_001201465
ENSG00000166342	NETO1	NM_138966
ENSG00000166342	NETO1	NM_138999
ENSG00000171208	NETO2	NM_018092
ENSG00000171208	NETO2	NM_001201477
ENSG00000204386	NEU1	NM_000434
ENSG00000115488	NEU2	NM_005383
ENSG00000162139	NEU3	NM_006656
ENSG00000204099	NEU4	NM_001167600
ENSG00000204099	NEU4	NM_001167601
ENSG00000204099	NEU4	NM_080741
ENSG00000204099	NEU4	NM_001167599
ENSG00000204099	NEU4	NM_001167602
ENSG00000107954	NEURL	NM_004210
ENSG00000214357	NEURL1B	NM_001142651
ENSG00000124257	NEURL2	NM_001278535
ENSG00000124257	NEURL2	NM_080749
ENSG00000215041	NEURL4	NM_001005408
ENSG00000215041	NEURL4	NM_032442
ENSG00000162992	NEUROD1	NM_002500
ENSG00000171532	NEUROD2	NM_006160
ENSG00000123307	NEUROD4	NM_021191
ENSG00000164600	NEUROD6	NM_022728
ENSG00000181965	NEUROG1	NM_006161
ENSG00000178403	NEUROG2	NM_024019
ENSG00000122859	NEUROG3	NM_020999
ENSG00000162614	NEXN	NM_144573
ENSG00000162614	NEXN	NM_001172309
ENSG00000196712	NF1	NM_001042492
ENSG00000196712	NF1	NM_000267
ENSG00000196712	NF1	NM_001128147
ENSG00000186575	NF2	NM_000268
ENSG00000186575	NF2	NM_181832
ENSG00000186575	NF2	NM_016418
ENSG00000186575	NF2	NM_181830
ENSG00000186575	NF2	NM_181829
ENSG00000186575	NF2	NM_181825
ENSG00000186575	NF2	NM_181831
ENSG00000186575	NF2	NM_181828
ENSG00000186575	NF2	NM_181833
ENSG00000235568	NFAM1	NM_145912
ENSG00000163531	NFASC	NM_001160333
ENSG00000163531	NFASC	NM_001005389
ENSG00000163531	NFASC	NM_001160331
ENSG00000163531	NFASC	NM_001005388
ENSG00000163531	NFASC	NM_001160332
ENSG00000163531	NFASC	NM_015090
ENSG00000102908	NFAT5	NM_006599
ENSG00000102908	NFAT5	NM_173214
ENSG00000102908	NFAT5	NM_173215
ENSG00000102908	NFAT5	NM_001113178
ENSG00000102908	NFAT5	NM_138713
ENSG00000102908	NFAT5	NM_138714
ENSG00000131196	NFATC1	NM_006162
ENSG00000131196	NFATC1	NM_172390
ENSG00000131196	NFATC1	NM_172388
ENSG00000131196	NFATC1	NM_172389
ENSG00000131196	NFATC1	NM_001278675
ENSG00000131196	NFATC1	NM_001278669
ENSG00000131196	NFATC1	NM_001278673
ENSG00000131196	NFATC1	NM_172387
ENSG00000101096	NFATC2	NM_001258296
ENSG00000101096	NFATC2	NM_012340
ENSG00000101096	NFATC2	NM_001258292
ENSG00000101096	NFATC2	NM_001258295
ENSG00000101096	NFATC2	NM_173091
ENSG00000101096	NFATC2	NM_001258297
ENSG00000101096	NFATC2	NM_001136021
ENSG00000101096	NFATC2	NM_001258294
ENSG00000176953	NFATC2IP	NM_032815
ENSG00000072736	NFATC3	NM_173163
ENSG00000072736	NFATC3	NM_173165
ENSG00000072736	NFATC3	NM_004555
ENSG00000100968	NFATC4	NM_001136022
ENSG00000100968	NFATC4	NM_001198967
ENSG00000100968	NFATC4	NM_001198965
ENSG00000100968	NFATC4	NM_004554
ENSG00000100968	NFATC4	NM_001198966
ENSG00000123405	NFE2	NM_006163
ENSG00000123405	NFE2	NM_001136023
ENSG00000123405	NFE2	NM_001261461
ENSG00000082641	NFE2L1	NM_003204
ENSG00000116044	NFE2L2	NM_001145413
ENSG00000116044	NFE2L2	NM_001145412
ENSG00000116044	NFE2L2	NM_006164
ENSG00000050344	NFE2L3	NM_004289
ENSG00000162599	NFIA	NM_001145511
ENSG00000162599	NFIA	NM_001145512
ENSG00000162599	NFIA	NM_005595
ENSG00000162599	NFIA	NM_001134673
ENSG00000147862	NFIB	NM_005596
ENSG00000147862	NFIB	NM_001190737
ENSG00000147862	NFIB	NM_001190738
ENSG00000141905	NFIC	NM_001245005
ENSG00000141905	NFIC	NM_205843
ENSG00000141905	NFIC	NM_005597
ENSG00000141905	NFIC	NM_001245004
ENSG00000141905	NFIC	NM_001245002
ENSG00000165030	NFIL3	NM_005384
ENSG00000008441	NFIX	NM_002501
ENSG00000008441	NFIX	NM_001271044
ENSG00000109320	NFKB1	NM_001165412
ENSG00000109320	NFKB1	NM_003998
ENSG00000077150	NFKB2	NM_001077494
ENSG00000077150	NFKB2	NM_002502
ENSG00000077150	NFKB2	NM_001261403
ENSG00000100906	NFKBIA	NM_020529
ENSG00000104825	NFKBIB	NM_001243116
ENSG00000104825	NFKBIB	NM_002503
ENSG00000167604	NFKBID	NM_139239
ENSG00000146232	NFKBIE	NM_004556
ENSG00000204498	NFKBIL1	NM_001144963
ENSG00000204498	NFKBIL1	NM_001144962
ENSG00000204498	NFKBIL1	NM_005007
ENSG00000204498	NFKBIL1	NM_001144961
ENSG00000144802	NFKBIZ	NM_001005474
ENSG00000144802	NFKBIZ	NM_031419
ENSG00000170322	NFRKB	NM_001143835
ENSG00000170322	NFRKB	NM_006165
ENSG00000244005	NFS1	NM_021100
ENSG00000244005	NFS1	NM_001198989
ENSG00000169599	NFU1	NM_001002755
ENSG00000169599	NFU1	NM_015700
ENSG00000169599	NFU1	NM_001002756
ENSG00000086102	NFX1	NM_002504
ENSG00000086102	NFX1	NM_147133
ENSG00000086102	NFX1	NM_147134
ENSG00000170448	NFXL1	NM_001278623
ENSG00000170448	NFXL1	NM_152995
ENSG00000170448	NFXL1	NM_001278624
ENSG00000001167	NFYA	NM_002505
ENSG00000001167	NFYA	NM_021705
ENSG00000120837	NFYB	NM_006166
ENSG00000066136	NFYC	NM_001142589
ENSG00000066136	NFYC	NM_001142587
ENSG00000066136	NFYC	NM_014223
ENSG00000066136	NFYC	NM_001142588
ENSG00000066136	NFYC	NM_001142590
ENSG00000165553	NGB	NM_021257
ENSG00000129460	NGDN	NM_001042635
ENSG00000129460	NGDN	NM_015514
ENSG00000066248	NGEF	NM_019850
ENSG00000066248	NGEF	NM_001114090
ENSG00000134259	NGF	NM_002506
ENSG00000064300	NGFR	NM_002507
ENSG00000166681	NGFRAP1	NM_206915
ENSG00000166681	NGFRAP1	NM_206917
ENSG00000166681	NGFRAP1	NM_014380
ENSG00000151092	NGLY1	NM_018297
ENSG00000151092	NGLY1	NM_001145295
ENSG00000151092	NGLY1	NM_001145294
ENSG00000151092	NGLY1	NM_001145293
ENSG00000182768	NGRN	NM_001033088
ENSG00000187736	NHEJ1	NM_024782
ENSG00000171786	NHLH1	NM_005598
ENSG00000177551	NHLH2	NM_001111061
ENSG00000177551	NHLH2	NM_005599
ENSG00000187566	NHLRC1	NM_198586
ENSG00000196865	NHLRC2	NM_198514
ENSG00000188811	NHLRC3	NM_001012754
ENSG00000188811	NHLRC3	NM_001017370
ENSG00000257108	NHLRC4	NM_176677
ENSG00000145912	NHP2	NM_017838
ENSG00000145912	NHP2	NM_001034833
ENSG00000100138	NHP2L1	NM_001003796
ENSG00000100138	NHP2L1	NM_005008
ENSG00000188158	NHS	NM_198270
ENSG00000188158	NHS	NM_001136024
ENSG00000135540	NHSL1	NM_020464
ENSG00000135540	NHSL1	NM_001144060
ENSG00000204131	NHSL2	NM_001013627
ENSG00000145029	NICN1	NM_032316
ENSG00000116962	NID1	NM_002508
ENSG00000087303	NID2	NM_007361
ENSG00000196290	NIF3L1	NM_021824
ENSG00000196290	NIF3L1	NM_001142356
ENSG00000196290	NIF3L1	NM_001136039
ENSG00000196290	NIF3L1	NM_001142355
ENSG00000177453	NIM1	NM_153361
ENSG00000100503	NIN	NM_182946
ENSG00000100503	NIN	NM_016350
ENSG00000100503	NIN	NM_020921
ENSG00000100503	NIN	NM_182944
ENSG00000131669	NINJ1	NM_004148
ENSG00000171840	NINJ2	NM_016533
ENSG00000101004	NINL	NM_025176
ENSG00000132603	NIP7	NM_016101
ENSG00000132603	NIP7	NM_001199434
ENSG00000170113	NIPA1	NM_001142275
ENSG00000170113	NIPA1	NM_144599
ENSG00000140157	NIPA2	NM_030922
ENSG00000140157	NIPA2	NM_001008892
ENSG00000140157	NIPA2	NM_001008894
ENSG00000140157	NIPA2	NM_001184888
ENSG00000140157	NIPA2	NM_001008860
ENSG00000163293	NIPAL1	NM_207330
ENSG00000104361	NIPAL2	NM_024759
ENSG00000001461	NIPAL3	NM_020448
ENSG00000172548	NIPAL4	NM_001172292
ENSG00000172548	NIPAL4	NM_001099287
ENSG00000164190	NIPBL	NM_015384
ENSG00000164190	NIPBL	NM_133433
ENSG00000184117	NIPSNAP1	NM_003634
ENSG00000184117	NIPSNAP1	NM_001202502
ENSG00000136783	NIPSNAP3A	NM_015469
ENSG00000165028	NIPSNAP3B	NM_018376
ENSG00000010322	NISCH	NM_001276293
ENSG00000010322	NISCH	NM_001276294
ENSG00000010322	NISCH	NM_007184
ENSG00000158793	NIT1	NM_005600
ENSG00000158793	NIT1	NM_001185092
ENSG00000158793	NIT1	NM_001185093
ENSG00000158793	NIT1	NM_001185094
ENSG00000114021	NIT2	NM_020202
ENSG00000084628	NKAIN1	NM_024522
ENSG00000188580	NKAIN2	NM_001040214
ENSG00000185942	NKAIN3	NM_173688
ENSG00000101198	NKAIN4	NM_152864
ENSG00000101882	NKAP	NM_024528
ENSG00000189134	NKAPL	NM_001007531
ENSG00000140807	NKD1	NM_033119
ENSG00000145506	NKD2	NM_033120
ENSG00000145506	NKD2	NM_001271082
ENSG00000105374	NKG7	NM_005601
ENSG00000197885	NKIRAS1	NM_020345
ENSG00000168256	NKIRAS2	NM_001001349
ENSG00000168256	NKIRAS2	NM_001144927
ENSG00000168256	NKIRAS2	NM_017595
ENSG00000168256	NKIRAS2	NM_001144929
ENSG00000168256	NKIRAS2	NM_001144928
ENSG00000179846	NKPD1	NM_198478
ENSG00000186416	NKRF	NM_001173488
ENSG00000186416	NKRF	NM_017544
ENSG00000186416	NKRF	NM_001173487
ENSG00000114857	NKTR	NM_005385
ENSG00000229544	NKX1-2	NM_001146340
ENSG00000136352	NKX2-1	NM_001079668
ENSG00000136352	NKX2-1	NM_003317
ENSG00000125820	NKX2-2	NM_002509
ENSG00000119919	NKX2-3	NM_145285
ENSG00000125816	NKX2-4	NM_033176
ENSG00000183072	NKX2-5	NM_001166176
ENSG00000183072	NKX2-5	NM_001166175
ENSG00000183072	NKX2-5	NM_004387
ENSG00000180053	NKX2-6	NM_001136271
ENSG00000136327	NKX2-8	NM_014360
ENSG00000167034	NKX3-1	NM_006167
ENSG00000167034	NKX3-1	NM_001256339
ENSG00000109705	NKX3-2	NM_001189
ENSG00000163623	NKX6-1	NM_006168
ENSG00000148826	NKX6-2	NM_177400
ENSG00000165066	NKX6-3	NM_152568
ENSG00000073536	NLE1	NM_018096
ENSG00000073536	NLE1	NM_001014445
ENSG00000169760	NLGN1	NM_014932
ENSG00000169992	NLGN2	NM_020795
ENSG00000196338	NLGN3	NM_018977
ENSG00000196338	NLGN3	NM_181303
ENSG00000196338	NLGN3	NM_001166660
ENSG00000146938	NLGN4X	NM_181332
ENSG00000146938	NLGN4X	NM_020742
ENSG00000165246	NLGN4Y	NM_001206850
ENSG00000165246	NLGN4Y	NM_014893
ENSG00000165246	NLGN4Y	NM_001164238
ENSG00000087095	NLK	NM_016231
ENSG00000123213	NLN	NM_020726
ENSG00000167984	NLRC3	NM_178844
ENSG00000091106	NLRC4	NM_021209
ENSG00000091106	NLRC4	NM_001199139
ENSG00000091106	NLRC4	NM_001199138
ENSG00000140853	NLRC5	NM_032206
ENSG00000091592	NLRP1	NM_001033053
ENSG00000091592	NLRP1	NM_033006
ENSG00000091592	NLRP1	NM_033007
ENSG00000091592	NLRP1	NM_014922
ENSG00000091592	NLRP1	NM_033004
ENSG00000182261	NLRP10	NM_176821
ENSG00000179873	NLRP11	NM_145007
ENSG00000142405	NLRP12	NM_001277126
ENSG00000142405	NLRP12	NM_144687
ENSG00000142405	NLRP12	NM_001277129
ENSG00000173572	NLRP13	NM_176810
ENSG00000158077	NLRP14	NM_176822
ENSG00000022556	NLRP2	NM_001174081
ENSG00000022556	NLRP2	NM_017852
ENSG00000022556	NLRP2	NM_001174083
ENSG00000022556	NLRP2	NM_001174082
ENSG00000162711	NLRP3	NM_001079821
ENSG00000162711	NLRP3	NM_001243133
ENSG00000162711	NLRP3	NM_004895
ENSG00000162711	NLRP3	NM_001127462
ENSG00000162711	NLRP3	NM_183395
ENSG00000162711	NLRP3	NM_001127461
ENSG00000160505	NLRP4	NM_134444
ENSG00000171487	NLRP5	NM_153447
ENSG00000174885	NLRP6	NM_001276700
ENSG00000174885	NLRP6	NM_138329
ENSG00000167634	NLRP7	NM_001127255
ENSG00000167634	NLRP7	NM_139176
ENSG00000167634	NLRP7	NM_206828
ENSG00000179709	NLRP8	NM_176811
ENSG00000185792	NLRP9	NM_176820
ENSG00000160703	NLRX1	NM_024618
ENSG00000160703	NLRX1	NM_170722
ENSG00000197696	NMB	NM_205858
ENSG00000197696	NMB	NM_021077
ENSG00000135577	NMBR	NM_002511
ENSG00000169251	NMD3	NM_015938
ENSG00000239672	NME1	NM_000269
ENSG00000239672	NME1	NM_198175
ENSG00000243678	NME1-NME2	NM_001018137
ENSG00000243678	NME1-NME2	NM_001018138
ENSG00000011052	NME2	NM_001018136
ENSG00000011052	NME2	NM_002512
ENSG00000011052	NME2	NM_001018139
ENSG00000103024	NME3	NM_002513
ENSG00000103202	NME4	NM_005009
ENSG00000112981	NME5	NM_003551
ENSG00000172113	NME6	NM_005793
ENSG00000143156	NME7	NM_197972
ENSG00000143156	NME7	NM_013330
ENSG00000086288	NME8	NM_016616
ENSG00000181322	NME9	NM_178130
ENSG00000123609	NMI	NM_004688
ENSG00000173614	NMNAT1	NM_022787
ENSG00000157064	NMNAT2	NM_170706
ENSG00000157064	NMNAT2	NM_015039
ENSG00000163864	NMNAT3	NM_178177
ENSG00000163864	NMNAT3	NM_001200047
ENSG00000153406	NMRAL1	NM_020677
ENSG00000106733	NMRK1	NM_017881
ENSG00000106733	NMRK1	NM_001127603
ENSG00000077009	NMRK2	NM_170678
ENSG00000204640	NMS	NM_001011717
ENSG00000136448	NMT1	NM_021079
ENSG00000152465	NMT2	NM_004808
ENSG00000109255	NMU	NM_006681
ENSG00000171596	NMUR1	NM_006056
ENSG00000132911	NMUR2	NM_020167
ENSG00000053438	NNAT	NM_005386
ENSG00000053438	NNAT	NM_181689
ENSG00000166741	NNMT	NM_006169
ENSG00000112992	NNT	NM_012343
ENSG00000112992	NNT	NM_182977
ENSG00000084092	NOA1	NM_032313
ENSG00000141101	NOB1	NM_014062
ENSG00000106410	NOBOX	NM_001080413
ENSG00000188976	NOC2L	NM_015658
ENSG00000173145	NOC3L	NM_022451
ENSG00000184967	NOC4L	NM_024078
ENSG00000106100	NOD1	NM_006092
ENSG00000167207	NOD2	NM_022162
ENSG00000156574	NODAL	NM_018055
ENSG00000183691	NOG	NM_005450
ENSG00000115761	NOL10	NM_001261394
ENSG00000115761	NOL10	NM_024894
ENSG00000115761	NOL10	NM_001261392
ENSG00000130935	NOL11	NM_015462
ENSG00000256872	NOL12	NM_024313
ENSG00000140939	NOL3	NM_001276309
ENSG00000140939	NOL3	NM_001276319
ENSG00000140939	NOL3	NM_001276312
ENSG00000140939	NOL3	NM_001185058
ENSG00000140939	NOL3	NM_003946
ENSG00000140939	NOL3	NM_001185057
ENSG00000101746	NOL4	NM_003787
ENSG00000101746	NOL4	NM_001198546
ENSG00000101746	NOL4	NM_001198549
ENSG00000101746	NOL4	NM_001198547
ENSG00000101746	NOL4	NM_001198548
ENSG00000165271	NOL6	NM_139235
ENSG00000165271	NOL6	NM_022917
ENSG00000225921	NOL7	NM_016167
ENSG00000198000	NOL8	NM_017948
ENSG00000198000	NOL8	NM_001256394
ENSG00000162408	NOL9	NM_024654
ENSG00000166197	NOLC1	NM_004741
ENSG00000146909	NOM1	NM_138400
ENSG00000103512	NOMO1	NM_014287
ENSG00000185164	NOMO2	NM_173614
ENSG00000185164	NOMO2	NM_001004060
ENSG00000103226	NOMO3	NM_001004067
ENSG00000147140	NONO	NM_007363
ENSG00000147140	NONO	NM_001145408
ENSG00000147140	NONO	NM_001145409
ENSG00000147140	NONO	NM_001145410
ENSG00000182117	NOP10	NM_018648
ENSG00000087269	NOP14	NM_003703
ENSG00000048162	NOP16	NM_016391
ENSG00000048162	NOP16	NM_001256540
ENSG00000048162	NOP16	NM_001256539
ENSG00000111641	NOP2	NM_001258309
ENSG00000111641	NOP2	NM_001258310
ENSG00000111641	NOP2	NM_001033714
ENSG00000111641	NOP2	NM_006170
ENSG00000111641	NOP2	NM_001258308
ENSG00000101361	NOP56	NM_006392
ENSG00000055044	NOP58	NM_015934
ENSG00000196943	NOP9	NM_174913
ENSG00000089250	NOS1	NM_001204218
ENSG00000089250	NOS1	NM_000620
ENSG00000089250	NOS1	NM_001204214
ENSG00000089250	NOS1	NM_001204213
ENSG00000198929	NOS1AP	NM_001164757
ENSG00000198929	NOS1AP	NM_014697
ENSG00000198929	NOS1AP	NM_001126060
ENSG00000007171	NOS2	NM_000625
ENSG00000164867	NOS3	NM_000603
ENSG00000164867	NOS3	NM_001160111
ENSG00000164867	NOS3	NM_001160109
ENSG00000164867	NOS3	NM_001160110
ENSG00000142546	NOSIP	NM_001270960
ENSG00000142546	NOSIP	NM_015953
ENSG00000163072	NOSTRIN	NM_001171631
ENSG00000163072	NOSTRIN	NM_001039724
ENSG00000163072	NOSTRIN	NM_052946
ENSG00000163072	NOSTRIN	NM_001171632
ENSG00000148400	NOTCH1	NM_017617
ENSG00000134250	NOTCH2	NM_024408
ENSG00000213240	NOTCH2NL	NM_203458
ENSG00000074181	NOTCH3	NM_000435
ENSG00000204301	NOTCH4	NM_004557
ENSG00000214513	NOTO	NM_001134462
ENSG00000185269	NOTUM	NM_178493
ENSG00000136999	NOV	NM_002514
ENSG00000139910	NOVA1	NM_006489
ENSG00000139910	NOVA1	NM_002515
ENSG00000139910	NOVA1	NM_006491
ENSG00000104967	NOVA2	NM_002516
ENSG00000007952	NOX1	NM_007052
ENSG00000007952	NOX1	NM_013955
ENSG00000074771	NOX3	NM_015718
ENSG00000086991	NOX4	NM_016931
ENSG00000086991	NOX4	NM_001143836
ENSG00000086991	NOX4	NM_001143837
ENSG00000255346	NOX5	NM_001184780
ENSG00000255346	NOX5	NM_001184779
ENSG00000255346	NOX5	NM_024505
ENSG00000188747	NOXA1	NM_006647
ENSG00000188747	NOXA1	NM_001256067
ENSG00000188747	NOXA1	NM_001256068
ENSG00000196408	NOXO1	NM_144603
ENSG00000196408	NOXO1	NM_172167
ENSG00000196408	NOXO1	NM_001267721
ENSG00000196408	NOXO1	NM_172168
ENSG00000165555	NOXRED1	NM_001113475
ENSG00000185823	NPAP1	NM_018958
ENSG00000130751	NPAS1	NM_002517
ENSG00000170485	NPAS2	NM_002518
ENSG00000151322	NPAS3	NM_001164749
ENSG00000151322	NPAS3	NM_022123
ENSG00000151322	NPAS3	NM_001165893
ENSG00000151322	NPAS3	NM_173159
ENSG00000174576	NPAS4	NM_178864
ENSG00000149308	NPAT	NM_002519
ENSG00000183979	NPB	NM_148896
ENSG00000183729	NPBWR1	NM_005285
ENSG00000125522	NPBWR2	NM_005286
ENSG00000141458	NPC1	NM_000271
ENSG00000015520	NPC1L1	NM_013389
ENSG00000015520	NPC1L1	NM_001101648
ENSG00000119655	NPC2	NM_006432
ENSG00000107281	NPDC1	NM_015392
ENSG00000215440	NPEPL1	NM_001204872
ENSG00000215440	NPEPL1	NM_001204873
ENSG00000215440	NPEPL1	NM_024663
ENSG00000141279	NPEPPS	NM_006310
ENSG00000139574	NPFF	NM_003717
ENSG00000148734	NPFFR1	NM_022146
ENSG00000056291	NPFFR2	NM_004885
ENSG00000056291	NPFFR2	NM_001144756
ENSG00000056291	NPFFR2	NM_053036
ENSG00000144061	NPHP1	NM_001128178
ENSG00000144061	NPHP1	NM_000272
ENSG00000144061	NPHP1	NM_207181
ENSG00000144061	NPHP1	NM_001128179
ENSG00000113971	NPHP3	NM_153240
ENSG00000131697	NPHP4	NM_015102
ENSG00000161270	NPHS1	NM_004646
